run_id,instance_id,family,source,instance_seed,search_seed,repetition,algorithm,mode,budget_ms,status,final_state,budget_exhausted,reheats,violations,termination,initialization,full_feasible,route_constraints_valid,orders_total,orders_fully_served,orders_missing,packages_total,packages_covered_on_time,coverage_orders_pct,orders_provably_unservable,unruled_out_orders_fully_served,coverage_unruled_out_pct,full_unruled_out_feasible,cost_complete_feasible,cost_raw_do_not_rank_incomplete,distance_km,routes,elapsed_ms,time_first_complete_ms,initialization_ms,final_audit_ms,iterations,neighbor_attempts,invalid_neighbors,accepted_neighbors,plan_evaluations,route_schedules,path_queries,heap_sampled_peak_mib,input_sha256,plan_sha256,config_sha256,algorithm_version,detail
"SMOKE02-r1-b1500-SA","SMOKE02","BLOCKED","SYNTHETIC","1102","42","1","SA","FIXED","0","OK","COMPLETE","false","0","0","RETURNED","COMPLETE","true","true","4","4","0","15","15","100.000000","0","4","100.000000","true","942.000000","942.000000","202.000000","2","111.844673","66.626512","82.273590","7.576924","50","50","9","32","216","233","994","14.294243","512127f8ed4e5fedf31b33a7e9dff9357d783fb913a43c7b69fdc94c560f5b20","124e309b6ab58de3dd933fa648b92fc9ab5c47b8665c84887bf8d764e7b27e7f","91c8befeb5e2b8f226ad2fddb7de89503acf9e7d5d85636da69271730b11c90b","SA-v3 2026-09-24","v3: feasible insertion seed; repaired moves; lexicographic coverage; TIME reheating; same complete-demand evaluator"
