elapsed_ms,unserved_orders,planned_cost
0.433344,3,0.000000
3.684061,2,640.000000
13.699107,2,480.000000
21.226139,1,912.000000
29.889121,1,804.000000
33.163976,1,540.000000
38.127621,0,764.000000
41.101132,0,624.000000
