run_id,instance_id,family,source,instance_seed,search_seed,repetition,algorithm,mode,budget_ms,status,final_state,budget_exhausted,reheats,violations,termination,initialization,full_feasible,route_constraints_valid,orders_total,orders_fully_served,orders_missing,packages_total,packages_covered_on_time,coverage_orders_pct,orders_provably_unservable,unruled_out_orders_fully_served,coverage_unruled_out_pct,full_unruled_out_feasible,cost_complete_feasible,cost_raw_do_not_rank_incomplete,distance_km,routes,elapsed_ms,time_first_complete_ms,initialization_ms,final_audit_ms,iterations,neighbor_attempts,invalid_neighbors,accepted_neighbors,plan_evaluations,route_schedules,path_queries,heap_sampled_peak_mib,input_sha256,plan_sha256,config_sha256,algorithm_version,detail
"SMOKE02-r1-b1500-SA","SMOKE02","BLOCKED","SYNTHETIC","1102","42","1","SA","TIME","1500","OK","COMPLETE","true","1","0","TIME_LIMIT","COMPLETE","true","true","4","4","0","15","15","100.000000","0","4","100.000000","true","618.000000","618.000000","145.000000","3","1500.183244","75.944709","93.192645","6.793008","10829","10829","2313","4115","10540","14826","105491","118.330338","512127f8ed4e5fedf31b33a7e9dff9357d783fb913a43c7b69fdc94c560f5b20","059b1345676d3ed7fc1b7fdb916ca02533cdcfd26d905e62a89ae0bcbfabea2f","8a5214688ef1a7f1ef353635584f821d4300081f83b746216b4ef503e4cc2c95","SA-v3 2026-09-24","v3: feasible insertion seed; repaired moves; lexicographic coverage; TIME reheating; same complete-demand evaluator"
