instance_id,family,search_seed,budget_ms,mode,orders_provably_unservable,grasp_unruled_out_ok,sa_unruled_out_ok,log_cost_ratio_on_joint_unruled_out_success,grasp_ok,sa_ok,joint_success,grasp_cost,sa_cost,cost_difference_grasp_minus_sa,log_cost_ratio_grasp_over_sa,grasp_time_first_complete_ms,sa_time_first_complete_ms,input_sha256
READY05,BLOCKED,42,1500,TIME,0,1,1,0.0018132371241807218,1,1,1,1104.0,1102.0,2.0,0.0018132371241807218,117.083904,254.667502,a0d0edd3fa0d870f3ce5f4175de4dfbba0615977907ada7ccb468c9696f62062
READY10,BLOCKED,42,1500,TIME,0,1,1,0.15292368580828947,1,1,1,2172.0,1864.0,308.0,0.15292368580828947,200.713529,239.73166,35357c5921825b7ab8e4f97732a67e7a748fc3978cfab39c1f6d350b1bc02ade
READY15,BLOCKED,42,1500,TIME,0,1,1,-0.21086690926911095,1,1,1,2262.0,2793.0,-531.0,-0.21086690926911095,261.42787,208.116318,2e8903813d7830235bc9fea6e9cfcbd888358aa1bbf09185dfc54ba0334cc5f7
READY20,BLOCKED,42,1500,TIME,0,1,1,-0.0005177323439488191,1,1,1,3862.0,3864.0,-2.0,-0.0005177323439488191,429.177623,279.804937,2d184131df27b15effd5c4b9d2c9b0f1040584384e03d3058a060bcd668c1ed8
READYREAL,REAL,42,1500,TIME,3,0,1,,0,0,0,,,,,,,d5d3670eea34f7745eda72b3cef2955e713ba273aeb758d41595c8dd9d500cb0
