run_id,instance_id,family,source,instance_seed,search_seed,repetition,algorithm,mode,budget_ms,status,termination,initialization,full_feasible,route_constraints_valid,orders_total,orders_fully_served,orders_missing,packages_total,packages_covered_on_time,coverage_orders_pct,orders_provably_unservable,servable_orders_fully_served,coverage_servable_pct,full_servable_feasible,cost_complete_feasible,cost_raw_do_not_rank_incomplete,distance_km,routes,elapsed_ms,time_first_complete_ms,initialization_ms,final_audit_ms,iterations,neighbor_attempts,invalid_neighbors,accepted_neighbors,plan_evaluations,route_schedules,path_queries,heap_sampled_peak_mib,input_sha256,plan_sha256,config_sha256,algorithm_version,detail
"SMOKE01-r1-b1500-SA","SMOKE01","NORMAL","SYNTHETIC","1101","42","1","SA","FIXED","0","OK","RETURNED","BUILT","true","true","3","3","0","17","17","100.000000","0","3","100.000000","true","1296.000000","1296.000000","162.000000","3","28.510400","3.693400","3.988600","10.042900","50","50","17","22","43","137","430","4.293434","c21de30d1f99963c2923671f232106e1fb88d499d4bd7dbb304085105caef503","9897e8a14f6a5575973b381279debb28f5e3ff0cd3b83d5d4fb70d42b429ede7","10bb13877a369b605e6ebe6269c1af686569ffc10e9c2fe398d0bdd2dc29063f","SA-Operational (algoritmo sin cambios; dominio compartido 2026-09-23)","Original SA constructor + original neighborhoods; shared domain and evaluator"
