run_id,instance_id,family,source,instance_seed,search_seed,repetition,algorithm,mode,budget_ms,status,final_state,budget_exhausted,reheats,violations,termination,initialization,full_feasible,route_constraints_valid,orders_total,orders_fully_served,orders_missing,packages_total,packages_covered_on_time,coverage_orders_pct,orders_provably_unservable,unruled_out_orders_fully_served,coverage_unruled_out_pct,full_unruled_out_feasible,cost_complete_feasible,cost_raw_do_not_rank_incomplete,distance_km,routes,elapsed_ms,time_first_complete_ms,initialization_ms,final_audit_ms,iterations,neighbor_attempts,invalid_neighbors,accepted_neighbors,plan_evaluations,route_schedules,path_queries,heap_sampled_peak_mib,input_sha256,plan_sha256,config_sha256,algorithm_version,detail
"READYREAL-r1-b1500-SA","READYREAL","REAL","REAL","0","42","1","SA","TIME","1500","PARTIAL","INCOMPLETE","true","0","3","TIME_LIMIT","PARTIAL","false","true","41","38","3","219","208","92.682927","3","38","100.000000","true","","8580.000000","1504.000000","7","1500.332311","","1378.047823","39.294018","66","66","41","15","2527","2566","15550","74.148193","d5d3670eea34f7745eda72b3cef2955e713ba273aeb758d41595c8dd9d500cb0","b46862387529dcdb7d50084aad0e43520b7c2a2044f6a474c428ac233eebe738","db19f5f5d522b544051e1dd834a330e9d39a0879764867faeed7fbf3947032f8","SA-v3 2026-09-24","v3: feasible insertion seed; repaired moves; lexicographic coverage; TIME reheating; same complete-demand evaluator"
