elapsed_ms,unserved_orders,planned_cost
141.336500,0,10254.000000
322.733600,0,8850.000000
559.633600,0,8514.000000
599.105700,0,8472.000000
727.879700,0,8442.000000
772.744400,0,8334.000000
1068.172100,0,8322.000000
1274.353000,0,8208.000000
1946.982400,0,8130.000000
2132.389200,0,8118.000000
4606.271700,0,7902.000000
