elapsed_ms,unserved_orders,planned_cost
43.360100,0,18856.000000
62.281400,0,18802.000000
84.634500,0,18748.000000
103.153700,0,18709.000000
148.386200,0,18699.000000
153.516900,0,18549.000000
163.187300,0,18389.000000
169.647300,0,18253.000000
171.266900,0,18226.000000
2108.973100,0,18221.000000
2139.008100,0,18209.000000
2163.396700,0,18197.000000
2174.906800,0,18179.000000
2186.302400,0,18125.000000
2241.590700,0,18119.000000
2299.759100,0,18107.000000
2328.006400,0,18011.000000
2332.186800,0,18002.000000
2385.722600,0,17936.000000
2401.632000,0,17924.000000
2446.991700,0,17876.000000
