run_id,instance_id,family,source,instance_seed,search_seed,repetition,algorithm,mode,budget_ms,status,termination,initialization,full_feasible,route_constraints_valid,orders_total,orders_fully_served,orders_missing,packages_total,packages_covered_on_time,coverage_orders_pct,cost_complete_feasible,cost_raw_do_not_rank_incomplete,distance_km,routes,elapsed_ms,time_first_complete_ms,initialization_ms,final_audit_ms,iterations,neighbor_attempts,invalid_neighbors,accepted_neighbors,plan_evaluations,route_schedules,path_queries,heap_sampled_peak_mib,input_sha256,plan_sha256,config_sha256,detail
"SMOKE03-r2-b1500-GRASP","SMOKE03","SPLIT","SYNTHETIC","1103","73","2","GRASP","TIME","1500","PARTIAL","TIME_LIMIT","INTEGRATED","false","true","2","1","1","30","5","50.000000","","144.000000","24.000000","1","1500.263652","","","17.073643","753","0","0","0","1505","3762","6774","47.345802","bc3fed284278e37ae27105d714bb5f685b2c7bc9b4630754882b8d09ba6ae2cf","af58a2a44a2cc5f0e45a33725dd8cf8ce57771483edd1701cfef91739ea33331","d0e67902f1d496949b27a065eff3c5bf304ce09653e40d62385f97e91d207d24","Native unserved orders: 1; full-demand feasibility is assessed externally"
