instance_id,search_seed,budget_ms,grasp_ok,sa_ok,grasp_cost,sa_cost,difference_grasp_minus_sa
SMOKE01,42,0,true,true,624.000000,1296.000000,-672.000000
SMOKE02,42,0,true,true,978.000000,1320.000000,-342.000000
