elapsed_ms,unserved_orders,planned_cost
0.525923,4,0.000000
17.483513,3,688.000000
29.894512,3,516.000000
35.862038,2,612.000000
38.465539,2,552.000000
62.687014,1,1212.000000
67.465636,1,822.000000
111.812257,0,1030.000000
132.118076,0,978.000000
209.774256,0,954.000000
228.716591,0,876.000000
275.186260,0,864.000000
