elapsed_ms,unserved_orders,planned_cost
0.390101,4,0.000000
12.657241,3,688.000000
21.263238,3,516.000000
25.272896,2,612.000000
27.041911,2,552.000000
40.001249,1,1176.000000
43.441489,1,822.000000
44.250247,1,786.000000
61.093765,0,994.000000
73.677324,0,942.000000
